Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T105_001,SE_T111_001,SE_T111_002,SE_T111_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T116_004,SE_T116_005,SE_T116_006,SE_T116_007,SE_T116_008,SE_T116_009,SE_T116_010,SE_T116_011
"Census Tract 0041N000","Census Tract 0041N000, Philadelphia County, Pennsylvania","140","4210100041N000","42","000004100N","420","1010","G42010100041N","42010100041N","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6888,6888,6881,0,7,1679,1613,516,927,835,678,473,2064,1847,1679,1613,516,927,835,678,473,2059,1842,0,0,0,0,0,0,0,5,5,2325,163,154,160,202,241,329,303,217,212,124,182,23,15,2260,2194,1643,551,2242,2194,1643,1642,1,551,550,1,48,36,12
"Census Tract 0041O000","Census Tract 0041O000, Philadelphia County, Pennsylvania","140","4210100041O000","42","000004100O","420","1010","G42010100041O","42010100041O","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,308,308,308,0,0,80,80,25,34,34,25,8,104,100,80,80,25,34,34,25,8,104,100,0,0,0,0,0,0,0,0,0,88,4,9,9,8,21,4,4,4,12,0,8,5,0,88,88,63,25,91,88,70,70,0,18,18,0,3,1,2
"Census Tract 0041P000","Census Tract 0041P000, Philadelphia County, Pennsylvania","140","4210100041P000","42","000004100P","420","1010","G42010100041P","42010100041P","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,253,253,243,10,0,47,47,19,25,25,25,26,95,91,44,44,16,22,22,22,26,79,75,3,3,3,3,3,3,0,16,16,81,8,6,7,7,16,20,3,4,3,0,7,0,0,84,75,48,27,81,75,50,50,0,25,23,2,6,4,2
"Census Tract 0041Q000","Census Tract 0041Q000, Philadelphia County, Pennsylvania","140","4210100041Q000","42","000004100Q","420","1010","G42010100041Q","42010100041Q","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,855,855,613,239,3,145,137,30,94,78,66,73,531,313,116,112,30,77,64,56,61,413,242,29,25,0,17,14,10,12,118,71,204,26,9,19,13,25,21,43,4,5,23,16,0,0,174,174,120,54,183,174,120,83,37,54,36,18,9,8,1
"Census Tract 0042A000","Census Tract 0042A000, Philadelphia County, Pennsylvania","140","4210100042A000","42","000004200A","420","1010","G42010100042A","42010100042A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6082,6082,6076,3,3,1550,1508,427,779,647,532,262,1792,1694,1550,1508,427,779,647,532,262,1792,1694,0,0,0,0,0,0,0,0,0,1949,107,114,67,135,204,280,288,188,182,116,207,57,4,1922,1902,1636,266,1915,1902,1636,1636,0,266,266,0,13,10,3
"Census Tract 0042B000","Census Tract 0042B000, Philadelphia County, Pennsylvania","140","4210100042B000","42","000004200B","420","1010","G42010100042B","42010100042B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,10381,10381,10378,0,3,2536,2455,573,1091,940,756,769,2538,2306,2536,2455,573,1091,940,756,765,2534,2306,0,0,0,0,0,0,4,4,0,3738,380,239,226,283,409,523,453,388,242,132,366,93,4,3619,3539,2785,754,3583,3539,2785,2784,1,754,754,0,44,32,12
"Census Tract 0042C000","Census Tract 0042C000, Philadelphia County, Pennsylvania","140","4210100042C000","42","000004200C","420","1010","G42010100042C","42010100042C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,4693,4693,4691,2,0,1143,1109,216,447,344,285,339,1082,987,1143,1109,216,447,344,285,339,1082,987,0,0,0,0,0,0,0,0,0,1735,104,127,107,88,160,266,223,189,124,75,196,63,13,1699,1670,1364,306,1683,1670,1364,1364,0,306,305,1,13,10,3
"Census Tract 0042D000","Census Tract 0042D000, Philadelphia County, Pennsylvania","140","4210100042D000","42","000004200D","420","1010","G42010100042D","42010100042D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2274,2268,2264,0,4,531,506,109,274,193,153,208,572,542,527,502,109,270,193,153,208,568,538,4,4,0,4,0,0,0,4,4,808,66,71,50,66,89,147,74,66,71,14,78,12,4,787,770,604,166,777,768,604,604,0,164,163,1,9,6,3
"Census Tract 0042E000","Census Tract 0042E000, Philadelphia County, Pennsylvania","140","4210100042E000","42","000004200E","420","1010","G42010100042E","42010100042E","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,7168,7168,7165,0,3,1703,1651,500,813,762,575,572,1934,1739,1703,1651,500,813,762,575,572,1931,1736,0,0,0,0,0,0,0,3,3,2546,239,220,156,238,305,359,306,221,197,81,183,41,0,2430,2388,1893,495,2406,2388,1893,1893,0,495,495,0,18,12,6
"Census Tract 0042F000","Census Tract 0042F000, Philadelphia County, Pennsylvania","140","4210100042F000","42","000004200F","420","1010","G42010100042F","42010100042F","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6246,6246,6242,3,1,1663,1615,413,831,702,540,337,1637,1553,1660,1612,413,831,699,540,337,1633,1549,3,3,0,0,3,0,0,4,4,2132,152,86,165,147,232,286,266,221,155,121,250,47,4,2101,2064,1592,472,2086,2064,1592,1592,0,472,471,1,22,12,10
"Census Tract 0042G000","Census Tract 0042G000, Philadelphia County, Pennsylvania","140","4210100042G000","42","000004200G","420","1010","G42010100042G","42010100042G","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,9804,9804,9793,1,10,2572,2493,505,1260,1013,795,436,2695,2522,2572,2493,505,1260,1013,795,436,2682,2509,0,0,0,0,0,0,0,13,13,3275,273,185,185,255,340,483,393,341,236,205,308,60,11,3233,3177,2693,484,3212,3177,2693,2692,1,484,483,1,35,20,15
"Census Tract 0042H000","Census Tract 0042H000, Philadelphia County, Pennsylvania","140","4210100042H000","42","000004200H","420","1010","G42010100042H","42010100042H","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,4452,4452,4438,0,14,1129,1088,264,542,481,370,327,1072,982,1125,1084,260,538,481,370,323,1058,968,4,4,4,4,0,0,4,14,14,1614,148,122,108,161,244,212,187,92,94,64,158,24,0,1576,1541,1197,344,1562,1541,1197,1196,1,344,343,1,21,11,10
"Census Tract 0042I000","Census Tract 0042I000, Philadelphia County, Pennsylvania","140","4210100042I000","42","000004200I","420","1010","G42010100042I","42010100042I","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2469,2469,2467,0,2,611,584,130,253,235,184,186,664,583,611,584,130,253,235,184,186,660,583,0,0,0,0,0,0,0,4,0,860,79,73,95,76,86,109,102,52,26,49,82,31,0,859,834,623,211,855,834,623,622,1,211,211,0,21,9,12
"Census Tract 0043A000","Census Tract 0043A000, Philadelphia County, Pennsylvania","140","4210100043A000","42","000004300A","420","1010","G42010100043A","42010100043A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,7036,7036,7024,0,12,1685,1622,419,815,636,513,542,1842,1699,1685,1622,419,815,636,513,542,1842,1699,0,0,0,0,0,0,0,0,0,2499,269,220,145,264,270,421,260,179,169,96,170,36,0,2398,2346,1997,349,2374,2346,1997,1993,4,349,347,2,28,19,9
"Census Tract 0043B000","Census Tract 0043B000, Philadelphia County, Pennsylvania","140","4210100043B000","42","000004300B","420","1010","G42010100043B","42010100043B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5251,5251,4568,654,29,1276,1233,394,699,543,454,505,1738,1461,1149,1106,346,625,466,398,419,1488,1252,127,127,48,74,77,56,86,250,209,1790,183,149,181,223,171,232,200,113,93,55,174,16,0,1708,1648,1181,467,1691,1648,1181,1072,109,467,404,63,43,25,18
"Census Tract 0043C000","Census Tract 0043C000, Philadelphia County, Pennsylvania","140","4210100043C000","42","000004300C","420","1010","G42010100043C","42010100043C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5582,5582,5122,457,3,1043,1026,284,466,482,330,1074,1534,1121,969,952,256,422,425,295,1050,1344,1027,74,74,28,44,57,35,24,190,94,2364,370,269,280,275,303,256,191,112,60,56,159,28,5,2067,1901,1024,877,2045,1901,1024,962,62,877,806,71,144,120,24
"Census Tract 0043D000","Census Tract 0043D000, Philadelphia County, Pennsylvania","140","4210100043D000","42","000004300D","420","1010","G42010100043D","42010100043D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,7220,7220,7183,26,11,1685,1605,495,910,759,612,449,2057,1846,1681,1601,491,906,755,608,449,2042,1831,4,4,4,4,4,4,0,15,15,2376,158,200,184,166,284,404,275,159,149,90,275,32,0,2333,2262,1832,430,2321,2262,1832,1828,4,430,428,2,59,31,28
"Census Tract 0043E000","Census Tract 0043E000, Philadelphia County, Pennsylvania","140","4210100043E000","42","000004300E","420","1010","G42010100043E","42010100043E","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,10887,10887,10681,164,42,2489,2401,756,1331,1131,988,877,3105,2779,2440,2352,744,1299,1115,972,869,3013,2694,49,49,12,32,16,16,8,92,85,3830,380,396,304,368,468,564,415,297,233,114,256,32,3,3791,3579,2606,973,3725,3579,2606,2575,31,973,948,25,146,81,65
"Census Tract 0043F000","Census Tract 0043F000, Philadelphia County, Pennsylvania","140","4210100043F000","42","000004300F","420","1010","G42010100043F","42010100043F","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6257,6257,6240,6,11,1385,1305,382,748,620,515,552,1822,1618,1377,1297,378,744,616,511,552,1810,1606,8,8,4,4,4,4,0,12,12,2178,241,195,156,249,238,305,227,139,110,101,189,28,0,2091,1978,1368,610,2059,1978,1368,1364,4,610,609,1,81,50,31
"Census Tract 0044A000","Census Tract 0044A000, Philadelphia County, Pennsylvania","140","4210100044A000","42","000004400A","420","1010","G42010100044A","42010100044A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8557,8557,5145,3405,7,2200,2049,698,1183,1194,885,1111,4373,3116,1647,1512,511,864,840,641,751,2921,2176,553,537,187,319,354,244,360,1452,940,2668,413,277,226,352,348,309,205,158,121,88,144,27,0,2504,2357,1411,946,2453,2357,1411,924,487,946,556,390,96,88,8
"Census Tract 0044B000","Census Tract 0044B000, Philadelphia County, Pennsylvania","140","4210100044B000","42","000004400B","420","1010","G42010100044B","42010100044B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8328,8328,525,7794,9,2438,2390,1088,1580,1314,1150,1456,6729,4383,1257,1233,556,812,669,585,746,3423,2238,1181,1157,532,768,645,565,710,3306,2145,2432,330,351,435,464,282,201,137,62,46,30,83,7,4,2222,2118,902,1216,2163,2118,902,98,804,1216,41,1175,45,40,5
"Census Tract 0044C000","Census Tract 0044C000, Philadelphia County, Pennsylvania","140","4210100044C000","42","000004400C","420","1010","G42010100044C","42010100044C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5090,5090,501,4570,19,1981,1847,497,885,972,667,1196,2996,2108,1045,978,253,458,495,340,648,1542,1082,936,869,244,427,477,327,548,1454,1026,1808,195,196,279,213,219,253,136,85,82,64,86,0,0,1628,1585,985,600,1612,1585,985,103,882,600,114,486,27,24,3
"Census Tract 0044D000","Census Tract 0044D000, Philadelphia County, Pennsylvania","140","4210100044D000","42","000004400D","420","1010","G42010100044D","42010100044D","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,7186,7186,1116,6054,16,2268,2166,748,1238,1155,923,995,5065,3049,1172,1121,383,635,584,468,594,2716,1590,1096,1045,365,603,571,455,401,2349,1459,2079,284,205,218,311,367,213,134,125,64,65,84,9,0,1724,1691,1237,454,1716,1691,1237,138,1099,454,36,418,25,24,1
"Census Tract 0044E000","Census Tract 0044E000, Philadelphia County, Pennsylvania","140","4210100044E000","42","000004400E","420","1010","G42010100044E","42010100044E","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,7298,7298,493,6775,30,2721,2621,530,1093,1121,724,2288,3576,2225,1402,1352,271,556,566,366,1232,1815,1126,1319,1269,259,537,555,358,1056,1761,1099,3013,503,380,448,384,371,297,212,115,80,78,124,18,3,2606,2515,1468,1047,2564,2515,1468,103,1365,1047,115,932,49,43,6
"Census Tract 0045A000","Census Tract 0045A000, Philadelphia County, Pennsylvania","140","4210100045A000","42","000004500A","420","1010","G42010100045A","42010100045A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,3035,3035,3035,0,0,669,634,204,403,282,249,222,1008,899,669,634,204,403,282,249,222,1008,899,0,0,0,0,0,0,0,0,0,964,80,97,71,78,123,167,91,79,52,28,86,12,0,900,864,719,145,882,864,719,719,0,145,145,0,18,13,5
"Census Tract 0045C000","Census Tract 0045C000, Philadelphia County, Pennsylvania","140","4210100045C000","42","000004500C","420","1010","G42010100045C","42010100045C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5796,5794,5790,1,3,1358,1294,432,797,662,570,292,1845,1691,1358,1294,432,797,662,570,292,1845,1691,0,0,0,0,0,0,0,0,0,1792,188,83,126,89,163,310,228,175,136,97,161,32,4,1700,1664,1518,146,1679,1664,1518,1517,1,146,146,0,15,6,9
"Census Tract 0045D000","Census Tract 0045D000, Philadelphia County, Pennsylvania","140","4210100045D000","42","000004500D","420","1010","G42010100045D","42010100045D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,354,354,354,0,0,89,89,32,61,56,52,10,116,116,89,89,32,61,56,52,10,116,116,0,0,0,0,0,0,0,0,0,108,5,4,5,8,17,23,14,7,9,3,13,0,0,114,108,100,8,108,108,94,94,0,14,14,0,0,0,0
"Census Tract 0045E000","Census Tract 0045E000, Philadelphia County, Pennsylvania","140","4210100045E000","42","000004500E","420","1010","G42010100045E","42010100045E","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,1368,1368,1367,0,1,314,305,96,166,128,120,127,403,361,314,305,96,166,128,120,127,403,361,0,0,0,0,0,0,0,0,0,479,46,89,22,36,55,52,63,33,38,21,24,0,0,409,389,315,74,397,389,315,315,0,74,74,0,8,1,7
"Census Tract 0045G000","Census Tract 0045G000, Philadelphia County, Pennsylvania","140","4210100045G000","42","000004500G","420","1010","G42010100045G","42010100045G","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,9428,9428,9407,0,21,2108,2053,520,1114,941,783,683,2820,2575,2104,2049,520,1114,941,783,683,2811,2566,4,4,0,0,0,0,0,9,9,3162,279,264,301,226,373,399,376,309,200,156,251,24,4,3095,2961,2250,711,3034,2961,2250,2243,7,711,711,0,73,52,21
"Census Tract 0045H000","Census Tract 0045H000, Philadelphia County, Pennsylvania","140","4210100045H000","42","000004500H","420","1010","G42010100045H","42010100045H","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2412,2412,2342,63,7,541,521,162,305,243,205,198,742,664,525,505,157,293,234,200,198,706,640,16,16,5,12,9,5,0,36,24,819,156,37,46,57,104,92,111,51,76,33,48,8,0,791,751,579,172,771,751,579,567,12,172,166,6,20,13,7
"Census Tract 0045I000","Census Tract 0045I000, Philadelphia County, Pennsylvania","140","4210100045I000","42","000004500I","420","1010","G42010100045I","42010100045I","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6670,6670,6659,11,0,1492,1414,387,808,706,580,421,1960,1731,1488,1410,383,804,702,576,421,1947,1718,4,4,4,4,4,4,0,13,13,2184,249,146,128,146,287,311,230,219,156,72,203,33,4,2043,2004,1781,223,2015,2004,1781,1779,2,223,223,0,11,4,7
"Census Tract 0045J000","Census Tract 0045J000, Philadelphia County, Pennsylvania","140","4210100045J000","42","000004500J","420","1010","G42010100045J","42010100045J","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,1170,1170,1147,23,0,256,235,79,152,114,91,48,356,320,252,231,79,148,114,91,48,356,320,4,4,0,4,0,0,0,0,0,347,10,34,29,32,38,58,35,20,21,26,36,8,0,344,335,268,67,337,335,268,264,4,67,66,1,2,0,2
"Census Tract 0046A000","Census Tract 0046A000, Philadelphia County, Pennsylvania","140","4210100046A000","42","000004600A","420","1010","G42010100046A","42010100046A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8392,8392,6121,2201,70,2146,2069,513,776,1014,624,2237,2224,1648,1709,1662,363,553,728,441,2029,1454,1100,437,407,150,223,286,183,208,770,548,4255,518,475,533,536,621,503,211,239,158,111,253,65,32,4039,3785,704,3081,3978,3785,704,381,323,3081,2766,315,193,177,16
"Census Tract 0046B000","Census Tract 0046B000, Philadelphia County, Pennsylvania","140","4210100046B000","42","000004600B","420","1010","G42010100046B","42010100046B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,10014,10014,3324,6641,49,3328,3133,1116,1671,1916,1361,2176,5099,3902,2000,1887,603,920,1022,732,1456,2763,2119,1328,1246,513,751,894,629,720,2336,1783,3924,517,337,440,470,539,470,365,230,149,133,211,51,12,3649,3406,1851,1555,3580,3406,1851,686,1165,1555,756,799,174,142,32
"Census Tract 0046C000","Census Tract 0046C000, Philadelphia County, Pennsylvania","140","4210100046C000","42","000004600C","420","1010","G42010100046C","42010100046C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,7660,7660,1367,6244,49,2666,2586,1018,1590,1649,1302,1063,4963,3795,1476,1429,525,825,845,665,632,2563,1967,1190,1157,493,765,804,637,431,2400,1828,2433,173,208,282,327,359,294,202,181,147,63,174,19,4,2262,2205,1557,648,2245,2205,1557,364,1193,648,148,500,40,24,16
"Census Tract 0046D000","Census Tract 0046D000, Philadelphia County, Pennsylvania","140","4210100046D000","42","000004600D","420","1010","G42010100046D","42010100046D","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,13324,13324,4649,8571,104,4580,4400,1899,2565,3044,2303,1681,7407,5838,2835,2727,1030,1426,1646,1245,1159,4048,3204,1745,1673,869,1139,1398,1058,522,3359,2634,4528,533,444,414,500,629,653,372,295,237,181,237,20,13,4280,4105,2857,1248,4217,4105,2857,1151,1706,1248,677,571,112,85,27
"Census Tract 0046E000","Census Tract 0046E000, Philadelphia County, Pennsylvania","140","4210100046E000","42","000004600E","420","1010","G42010100046E","42010100046E","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,10354,10354,4175,6145,34,3539,3410,1301,2021,2057,1532,888,5614,4633,2233,2135,727,1181,1148,856,603,3256,2699,1306,1275,574,840,909,676,285,2358,1934,3205,227,182,226,288,436,437,336,260,191,189,363,65,5,3035,2947,2408,539,3004,2947,2408,1114,1294,539,292,247,57,30,27
"Census Tract 0046F000","Census Tract 0046F000, Philadelphia County, Pennsylvania","140","4210100046F000","42","000004600F","420","1010","G42010100046F","42010100046F","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,12098,12098,5221,6854,23,3813,3693,1468,2310,2406,1850,1173,7122,5895,2432,2352,830,1353,1338,1033,819,4168,3439,1381,1341,638,957,1068,817,354,2954,2456,3724,311,198,301,375,594,535,387,252,224,183,304,55,5,3446,3331,2790,541,3403,3331,2790,1380,1410,541,287,254,72,25,47
"Census Tract 0046G000","Census Tract 0046G000, Philadelphia County, Pennsylvania","140","4210100046G000","42","000004600G","420","1010","G42010100046G","42010100046G","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,6720,6720,4370,2307,43,1643,1593,659,960,971,774,1000,3057,2585,1231,1197,423,642,630,490,877,2011,1704,412,396,236,318,341,284,123,1046,881,2465,373,231,244,308,272,293,178,159,134,87,145,41,0,2217,2074,1287,787,2180,2074,1287,863,424,787,665,122,106,73,33
"Census Tract 0046H000","Census Tract 0046H000, Philadelphia County, Pennsylvania","140","4210100046H000","42","000004600H","420","1010","G42010100046H","42010100046H","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,6063,6063,5498,526,39,1423,1375,293,522,627,340,1056,1426,1035,1321,1278,274,467,551,301,1005,1213,907,102,97,19,55,76,39,51,213,128,2719,298,232,249,312,340,312,200,208,125,102,216,103,22,2678,2508,941,1567,2671,2508,941,844,97,1567,1514,53,163,147,16
"Census Tract 0046I000","Census Tract 0046I000, Philadelphia County, Pennsylvania","140","4210100046I000","42","000004600I","420","1010","G42010100046I","42010100046I","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5998,5998,5300,682,16,1216,1196,344,472,725,439,1582,1370,1019,1098,1078,307,420,640,390,1478,1154,889,118,118,37,52,85,49,104,216,130,2888,302,294,380,426,367,334,165,193,145,95,143,44,0,2897,2665,572,2093,2871,2665,572,514,58,2093,1907,186,206,189,17
"Census Tract 0047A000","Census Tract 0047A000, Philadelphia County, Pennsylvania","140","4210100047A000","42","000004700A","420","1010","G42010100047A","42010100047A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8733,8733,348,8370,15,2572,2492,888,1293,1612,994,3172,5776,2576,1305,1265,446,652,808,499,1644,2909,1304,1267,1227,442,641,804,495,1528,2867,1272,3532,723,713,647,545,409,235,99,44,20,26,43,6,22,3307,3009,348,2661,3248,3009,348,20,328,2661,77,2584,239,232,7
"Census Tract 0047B000","Census Tract 0047B000, Philadelphia County, Pennsylvania","140","4210100047B000","42","000004700B","420","1010","G42010100047B","42010100047B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4264,4264,36,4222,6,1237,1117,384,590,552,386,1669,2856,1384,620,560,192,295,276,193,841,1428,692,617,557,192,295,276,193,828,1428,692,1756,428,336,305,203,178,108,66,46,38,24,24,0,0,1506,1360,320,1040,1465,1360,320,13,307,1040,4,1036,105,94,11
"Census Tract 0047C000","Census Tract 0047C000, Philadelphia County, Pennsylvania","140","4210100047C000","42","000004700C","420","1010","G42010100047C","42010100047C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8834,8834,1256,7561,17,2003,1925,614,884,910,636,2851,6200,2586,1013,974,307,442,455,318,1522,3534,1295,990,951,307,442,455,318,1329,2666,1291,3064,705,582,499,434,348,187,117,38,47,40,54,9,4,2598,2343,590,1753,2544,2343,590,38,552,1753,42,1711,201,186,15
"Census Tract 0047D000","Census Tract 0047D000, Philadelphia County, Pennsylvania","140","4210100047D000","42","000004700D","420","1010","G42010100047D","42010100047D","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,9402,9402,818,8560,24,2827,2741,867,1305,1671,1030,3139,6309,3143,1462,1419,439,667,851,522,1753,3209,1598,1365,1322,428,638,820,508,1386,3100,1545,3799,771,661,528,614,564,242,184,97,42,34,48,0,14,3681,3225,537,2688,3553,3225,537,85,452,2688,297,2391,328,292,36
"Census Tract 0048A000","Census Tract 0048A000, Philadelphia County, Pennsylvania","140","4210100048A000","42","000004800A","420","1010","G42010100048A","42010100048A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,13961,13961,13942,17,2,3345,3138,970,1921,1587,1345,480,4122,3793,3341,3134,970,1917,1587,1345,477,4118,3789,4,4,0,4,0,0,3,4,4,4161,294,236,241,372,623,688,460,378,240,157,393,79,0,4120,4029,3388,641,4090,4029,3388,3385,3,641,638,3,61,37,24
"Census Tract 0048B000","Census Tract 0048B000, Philadelphia County, Pennsylvania","140","4210100048B000","42","000004800B","420","1010","G42010100048B","42010100048B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8773,8773,8169,579,25,1857,1821,875,1392,1198,1113,247,4144,3431,1768,1732,830,1315,1125,1040,235,3824,3209,89,89,45,77,73,73,12,320,222,2365,186,279,188,310,338,307,235,138,92,83,183,21,5,2351,2303,1265,1038,2324,2303,1265,1263,2,1038,889,149,21,19,2
"Census Tract 0048C000","Census Tract 0048C000, Philadelphia County, Pennsylvania","140","4210100048C000","42","000004800C","420","1010","G42010100048C","42010100048C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5561,5561,5553,0,8,1308,1229,357,766,591,491,231,1663,1546,1308,1229,357,766,591,491,231,1663,1546,0,0,0,0,0,0,0,0,0,1682,100,69,70,115,185,229,178,173,164,108,213,78,0,1607,1577,1351,226,1592,1577,1351,1349,2,226,226,0,15,8,7
"Census Tract 0048D000","Census Tract 0048D000, Philadelphia County, Pennsylvania","140","4210100048D000","42","000004800D","420","1010","G42010100048D","42010100048D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2131,2133,2054,73,6,333,329,136,219,262,198,987,446,417,333,329,136,219,262,198,907,446,417,0,0,0,0,0,0,80,0,0,1243,212,396,126,88,83,75,87,35,60,9,60,12,0,394,364,353,11,365,364,352,352,0,12,12,0,1,0,1
